Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
NCRB_33113,2023-10-01,00:35,Delhi,453,Assault,61,F,Firearm,7,28.567737486194257,77.15954895812351
NCRB_33114,2022-08-25,03:09,Delhi,232,Kidnapping,21,F,,7,28.42155632424637,77.15964096097427
NCRB_33115,2023-12-19,09:26,Delhi,574,Drug Offense,46,M,Blunt Object,7,28.415819683651115,77.09116362853958
NCRB_33116,2023-06-30,12:23,Delhi,561,Assault,23,M,Blunt Object,8,28.578650205610845,77.03724590823154
NCRB_33117,2023-11-12,13:20,Delhi,657,Theft/Robbery,52,M,Knife,1,28.517370292705863,77.15939850690673
NCRB_33118,2023-07-31,08:57,Delhi,831,Drug Offense,51,Unknown,Firearm,3,28.68368323168479,77.38307517338453
NCRB_33119,2022-07-28,23:00,Delhi,497,Assault,28,M,Unknown,10,28.527112857994947,77.2898712476876
NCRB_33120,2023-07-04,13:41,Delhi,217,Assault,30,M,Blunt Object,8,28.8006601875565,77.16759878588613
NCRB_33121,2023-05-13,10:12,Delhi,369,Homicide,32,M,Knife,2,28.51001807198282,77.35463326029337
NCRB_33122,2023-07-31,09:00,Delhi,334,Kidnapping,31,M,Firearm,8,28.782959045319743,77.39180054329604
NCRB_33123,2022-02-14,00:10,Delhi,615,Assault,29,M,Firearm,10,28.482282470223875,77.02396890238686
NCRB_33124,2023-05-24,18:09,Delhi,865,Kidnapping,23,F,Firearm,7,28.49859490512925,77.1021443374753
NCRB_33125,2023-03-11,20:25,Delhi,272,Kidnapping,62,F,Knife,0,28.66778630325775,77.12278558994458
NCRB_33126,2022-07-29,10:19,Delhi,134,Drug Offense,24,Unknown,Unknown,2,28.445767334261827,77.01382749042804
NCRB_33127,2022-06-02,14:00,Delhi,497,Theft/Robbery,23,F,Firearm,3,28.73848054500148,77.32833858910566
NCRB_33128,2023-12-20,12:26,Delhi,793,Homicide,38,M,Unknown,1,28.496809333605484,77.07592264026806
NCRB_33129,2023-04-28,11:30,Delhi,562,Theft/Robbery,63,F,,0,28.619094627600862,77.19731808977795
NCRB_33130,2023-03-27,06:10,Delhi,874,Kidnapping,37,Unknown,,5,28.809411837424207,77.2313828180422
NCRB_33131,2023-09-27,03:08,Delhi,371,Assault,33,F,Firearm,2,28.66479741537734,77.24795399587948
NCRB_33132,2023-07-19,16:15,Delhi,839,Drug Offense,41,F,Firearm,3,28.43559087579095,77.32194550756041
NCRB_33133,2023-06-01,21:28,Delhi,865,Theft/Robbery,27,F,,5,28.62108717350506,77.11827654722954
NCRB_33134,2023-10-08,03:44,Delhi,677,Homicide,61,F,Blunt Object,0,28.81056155758977,77.2275525416836
NCRB_33135,2022-03-08,04:01,Delhi,782,Homicide,25,F,Knife,3,28.6777412065566,77.32940554036628
NCRB_33136,2022-04-27,05:01,Delhi,497,Theft/Robbery,35,F,Firearm,8,28.80809669780436,77.05818493250717
NCRB_33137,2023-10-12,05:49,Delhi,301,Assault,25,Unknown,Firearm,9,28.577828739184536,77.28702367242765
NCRB_33138,2023-11-06,16:00,Delhi,757,Burglary,55,Unknown,Firearm,5,28.749558052015,77.22899794169015
NCRB_33139,2022-03-05,05:48,Delhi,890,Theft/Robbery,52,M,Firearm,8,28.5212216345756,77.34240853870874
NCRB_33140,2023-03-01,13:50,Delhi,461,Drug Offense,42,M,Blunt Object,8,28.42956751979856,77.2659265924306
NCRB_33141,2022-05-24,20:53,Delhi,862,Kidnapping,48,F,Blunt Object,10,28.450494167261063,77.32571187741286
NCRB_33142,2022-08-07,18:27,Delhi,613,Theft/Robbery,31,F,Blunt Object,1,28.69974904845944,77.21920954917383
NCRB_33143,2023-07-27,20:11,Delhi,546,Burglary,39,Unknown,Unknown,3,28.42717107313092,77.37870522503175
NCRB_33144,2023-10-22,21:03,Delhi,432,Assault,33,Unknown,Unknown,4,28.49886751414691,77.01081571133356
NCRB_33145,2023-01-26,09:54,Delhi,298,Drug Offense,51,M,Unknown,4,28.65626918816568,77.040820772281
NCRB_33146,2022-07-14,08:13,Delhi,119,Burglary,46,F,Firearm,0,28.43588209436866,77.32910419396224
NCRB_33147,2022-12-27,04:11,Delhi,423,Homicide,46,F,Blunt Object,4,28.70593765957109,77.06800856432086
NCRB_33148,2023-12-29,03:22,Delhi,163,Assault,21,M,,10,28.65584404787629,77.36750172959279
NCRB_33149,2022-09-14,09:04,Delhi,334,Drug Offense,18,M,Blunt Object,5,28.80496710093003,77.35749648453242
NCRB_33150,2023-04-27,15:09,Delhi,935,Kidnapping,37,M,Blunt Object,9,28.675705331031065,77.1871961530689
NCRB_33151,2022-09-20,20:48,Delhi,129,Theft/Robbery,56,F,Blunt Object,10,28.487444442463115,77.22803109378344
NCRB_33152,2022-04-25,00:14,Delhi,591,Burglary,29,F,,6,28.67529049048952,77.06330564505687
NCRB_33153,2022-03-12,09:36,Delhi,392,Assault,18,Unknown,Unknown,8,28.699292399972133,77.28623018580255
NCRB_33154,2023-06-10,19:32,Delhi,657,Kidnapping,63,F,Firearm,0,28.65890867474205,77.31055605253096
NCRB_33155,2022-05-22,08:27,Delhi,618,Assault,47,M,Unknown,5,28.673199459334423,77.40345391897674
NCRB_33156,2022-12-27,23:50,Delhi,432,Theft/Robbery,36,Unknown,Knife,8,28.771029341598048,77.33517727804092
NCRB_33157,2022-05-25,04:44,Delhi,585,Kidnapping,27,Unknown,Knife,7,28.81319071692988,77.34181483458795
NCRB_33158,2023-01-15,09:57,Delhi,278,Kidnapping,39,M,Unknown,1,28.685757148489408,77.09395815193085
NCRB_33159,2022-05-14,13:21,Delhi,210,Kidnapping,19,M,Unknown,3,28.573873238979463,77.19484816979723
NCRB_33160,2022-03-24,06:47,Delhi,230,Homicide,51,M,Blunt Object,3,28.75544928505625,77.34577547427472
NCRB_33161,2023-04-02,02:38,Delhi,508,Homicide,54,F,Unknown,3,28.685901480091943,77.17468368896293
NCRB_33162,2022-11-27,03:55,Delhi,319,Homicide,50,Unknown,Blunt Object,7,28.80419130485697,77.39236392334765
NCRB_33163,2022-11-27,03:12,Delhi,455,Theft/Robbery,34,M,Firearm,3,28.801011566609983,77.24365063298971
NCRB_33164,2023-11-20,20:00,Delhi,792,Theft/Robbery,25,M,Firearm,8,28.61956884709108,77.23594064195693
NCRB_33165,2023-03-07,08:04,Delhi,759,Assault,34,M,Unknown,10,28.79315837575555,77.39646565565923
NCRB_33166,2023-07-17,19:15,Delhi,345,Assault,49,F,Unknown,1,28.679765308483702,77.1942653840316
NCRB_33167,2022-09-21,02:34,Delhi,484,Kidnapping,30,Unknown,Knife,0,28.75246263039619,77.0727196900394
NCRB_33168,2022-10-01,15:36,Delhi,908,Homicide,55,M,Knife,10,28.751489748379367,77.09489295227615
NCRB_33169,2022-12-07,15:09,Delhi,626,Drug Offense,60,F,Knife,7,28.70600660360114,77.14526845364111
NCRB_33170,2022-02-18,15:12,Delhi,320,Kidnapping,26,Unknown,,0,28.71761236403148,77.19555421739419
NCRB_33171,2022-04-23,04:46,Delhi,406,Homicide,54,M,Unknown,5,28.45584555674856,77.03756872425251
NCRB_33172,2022-06-15,02:34,Delhi,679,Kidnapping,18,F,Firearm,5,28.48894386532358,77.19230776542337
NCRB_33173,2023-03-11,03:33,Delhi,295,Theft/Robbery,39,Unknown,Blunt Object,0,28.5845368950766,77.19868566500901
NCRB_33174,2022-05-07,06:17,Delhi,439,Homicide,30,F,Blunt Object,6,28.652851341621496,77.18756527630052
NCRB_33175,2022-10-22,14:28,Delhi,484,Kidnapping,43,Unknown,Unknown,0,28.762076127130243,77.04843377638201
NCRB_33176,2023-07-03,06:27,Delhi,970,Kidnapping,42,Unknown,Firearm,7,28.583371505736483,77.34762494465487
NCRB_33177,2023-04-12,16:08,Delhi,268,Homicide,62,M,,4,28.699976010570907,77.38665025993417
NCRB_33178,2023-01-08,16:50,Delhi,963,Kidnapping,36,M,Firearm,3,28.729530933359168,77.26202803521723
NCRB_33179,2023-09-14,08:01,Delhi,605,Kidnapping,62,M,Knife,5,28.64625755720628,77.1865526086697
NCRB_33180,2023-02-02,09:33,Delhi,572,Drug Offense,24,Unknown,Firearm,7,28.678130891823407,77.21109907140628
NCRB_33181,2022-01-31,05:59,Delhi,117,Theft/Robbery,19,M,Unknown,2,28.695152455392133,77.19505481593431
NCRB_33182,2022-09-19,10:16,Delhi,242,Homicide,64,Unknown,Firearm,9,28.65066299283356,77.35676414684333
NCRB_33183,2023-07-03,01:38,Delhi,117,Homicide,24,M,Unknown,6,28.812788769349453,77.17311442203516
NCRB_33184,2022-12-25,17:59,Delhi,846,Theft/Robbery,39,Unknown,Unknown,1,28.493645518726435,77.27914664681819
NCRB_33185,2022-04-03,20:52,Delhi,880,Drug Offense,19,M,Knife,0,28.77095882852756,77.3807247295326
NCRB_33186,2023-11-24,14:48,Delhi,742,Homicide,65,Unknown,,10,28.75540787144484,77.07969058305609
NCRB_33187,2023-05-31,00:35,Delhi,873,Homicide,51,M,Blunt Object,5,28.674351165155805,77.39674763289015
NCRB_33188,2022-05-29,23:49,Delhi,880,Burglary,29,F,,3,28.46024178070321,77.14116262036104
NCRB_33189,2022-04-18,01:02,Delhi,862,Drug Offense,19,M,Firearm,4,28.46951523998172,77.34073716097758
NCRB_33190,2023-03-30,07:35,Delhi,942,Assault,47,M,,10,28.46222938504108,77.09738149934317
NCRB_33191,2022-12-29,11:22,Delhi,840,Drug Offense,62,M,Unknown,0,28.59315588157853,77.14609683518977
NCRB_33192,2022-11-02,00:36,Delhi,872,Kidnapping,24,Unknown,Firearm,9,28.61015039765808,77.32113952359408
NCRB_33193,2023-05-03,06:56,Delhi,688,Drug Offense,61,F,Knife,7,28.545367204162822,77.18146610695307
NCRB_33194,2023-02-07,15:27,Delhi,918,Drug Offense,44,F,Knife,6,28.597871233081143,77.19939501787692
NCRB_33195,2022-03-19,21:02,Delhi,266,Kidnapping,38,F,Blunt Object,4,28.57813019359847,77.09724063589495
NCRB_33196,2022-07-16,02:58,Delhi,166,Theft/Robbery,19,M,Blunt Object,8,28.423766439664032,77.31551103211748
NCRB_33197,2022-07-01,18:34,Delhi,147,Theft/Robbery,39,F,,4,28.67546805069185,77.10211195384915
NCRB_33198,2022-01-30,00:51,Delhi,167,Drug Offense,18,M,,6,28.755703026290995,77.21033229310443
NCRB_33199,2023-08-29,02:33,Delhi,703,Burglary,40,Unknown,Firearm,8,28.755057288365474,77.24745011908924
NCRB_33200,2023-09-14,10:18,Delhi,204,Drug Offense,26,M,Unknown,8,28.6183831924304,77.21457961664949
NCRB_33201,2022-07-22,11:04,Delhi,995,Theft/Robbery,32,M,,7,28.784309459932253,77.13471602085095
NCRB_33202,2023-05-01,09:19,Delhi,596,Drug Offense,49,M,Unknown,10,28.48841188276216,77.38500207144214
NCRB_33203,2023-03-27,01:10,Delhi,308,Burglary,27,F,Blunt Object,4,28.65656584975177,77.23420052323658
NCRB_33204,2022-07-14,23:17,Delhi,872,Kidnapping,29,Unknown,Knife,3,28.726254424910724,77.21432780549253
NCRB_33205,2023-01-05,09:07,Delhi,717,Theft/Robbery,65,Unknown,Blunt Object,9,28.677290205840507,77.25465155049785
NCRB_33206,2022-02-01,02:44,Delhi,101,Theft/Robbery,29,Unknown,Blunt Object,1,28.49734146913821,77.37392304367637
NCRB_33207,2022-09-30,16:51,Delhi,290,Burglary,50,M,Knife,0,28.51501021332572,77.03392182371205
NCRB_33208,2022-04-29,17:54,Delhi,503,Homicide,46,F,,6,28.61547301530575,77.39873081386823
NCRB_33209,2022-09-12,02:30,Delhi,401,Theft/Robbery,21,F,Unknown,6,28.53465412503893,77.40434753041662
NCRB_33210,2023-12-10,09:28,Delhi,314,Kidnapping,34,M,Unknown,8,28.718270790923384,77.09904903370987
NCRB_33211,2023-05-30,10:06,Delhi,871,Assault,33,F,,1,28.449384043915703,77.14360393228947
NCRB_33212,2022-03-19,10:33,Delhi,472,Burglary,62,Unknown,Unknown,4,28.75986407865299,77.0138016443677
NCRB_33213,2022-08-31,11:53,Delhi,855,Kidnapping,35,Unknown,Knife,0,28.695019353018367,77.16878096022424
NCRB_33214,2022-09-04,18:33,Delhi,632,Assault,51,Unknown,Unknown,9,28.56672132278706,77.03760467127803
NCRB_33215,2023-01-17,02:16,Delhi,122,Homicide,36,F,Unknown,10,28.56584954140902,77.24652183553536
NCRB_33216,2023-07-30,21:57,Delhi,462,Kidnapping,64,F,,0,28.80051635389192,77.10479260136324
NCRB_33217,2022-01-01,10:15,Delhi,534,Burglary,52,F,Knife,2,28.80700714370156,77.36210457430995
NCRB_33218,2022-06-18,00:37,Delhi,131,Drug Offense,39,Unknown,Knife,5,28.64940603193974,77.07156306066531
NCRB_33219,2022-10-09,21:31,Delhi,911,Kidnapping,34,F,Firearm,0,28.41702729390613,77.03246613784005
NCRB_33220,2022-12-01,15:42,Delhi,495,Kidnapping,23,Unknown,Knife,0,28.58136183343684,77.20178969284999
NCRB_33221,2022-08-20,11:29,Delhi,680,Assault,35,F,,5,28.433057841591506,77.31899448723507
NCRB_33222,2023-07-26,17:10,Delhi,230,Assault,63,M,Blunt Object,10,28.673278137785864,77.06461865328497
NCRB_33223,2022-07-18,11:56,Delhi,336,Homicide,52,F,Knife,7,28.60415936275069,77.11547015989306
NCRB_33224,2022-11-06,03:33,Delhi,955,Kidnapping,49,Unknown,,5,28.719089341069605,77.36101486944281
NCRB_33225,2022-08-09,07:10,Delhi,675,Assault,33,M,Unknown,6,28.59749039069763,77.24510769455101
NCRB_33226,2022-10-23,04:14,Delhi,461,Burglary,38,M,Knife,10,28.757345015284454,77.36513075427966
NCRB_33227,2022-10-24,16:52,Delhi,287,Burglary,44,Unknown,Unknown,3,28.647590937729497,77.02362015321883
NCRB_33228,2022-02-14,18:39,Delhi,933,Assault,37,F,Knife,10,28.42407668650676,77.40242992815655
NCRB_33229,2022-11-20,18:25,Delhi,868,Assault,19,M,Knife,0,28.632703576894794,77.12207572202367
NCRB_33230,2023-10-27,06:13,Delhi,542,Burglary,21,M,Knife,1,28.44457896293581,77.25236798163083
NCRB_33231,2022-04-29,06:20,Delhi,172,Theft/Robbery,19,F,Blunt Object,4,28.54269943119589,77.10894617465387
NCRB_33232,2023-06-23,05:07,Delhi,538,Burglary,43,F,Blunt Object,0,28.585322044483,77.23406257346555
NCRB_33233,2022-10-09,18:54,Delhi,253,Kidnapping,62,Unknown,Blunt Object,2,28.6371713026086,77.18415232462642
NCRB_33234,2023-11-19,19:24,Delhi,399,Drug Offense,52,F,Unknown,9,28.65465226638184,77.33673258756635
NCRB_33235,2022-01-23,21:26,Delhi,831,Burglary,65,F,Blunt Object,8,28.75751620403381,77.30458793264415
NCRB_33236,2023-11-25,11:25,Delhi,450,Assault,22,M,Firearm,7,28.53717577058014,77.22041489867466
NCRB_33237,2023-11-18,23:28,Delhi,567,Burglary,27,M,Unknown,6,28.598905144549786,77.26081111243025
NCRB_33238,2023-05-31,03:58,Delhi,558,Kidnapping,62,F,,9,28.54672822364643,77.16485017300941
NCRB_33239,2022-10-14,01:02,Delhi,706,Kidnapping,37,M,Unknown,4,28.41741572539479,77.3081801507904
NCRB_33240,2022-06-25,10:48,Delhi,207,Drug Offense,53,M,Knife,8,28.58949830972981,77.12211849180515
NCRB_33241,2022-11-17,07:44,Delhi,249,Drug Offense,45,Unknown,Knife,10,28.68363547783488,77.17738777231816
NCRB_33242,2022-03-28,03:07,Delhi,200,Homicide,22,M,Blunt Object,2,28.74286370042708,77.17636403080648
NCRB_33243,2022-05-02,02:27,Delhi,650,Drug Offense,28,M,Blunt Object,9,28.44796042533304,77.01840731880277
NCRB_33244,2023-06-12,18:19,Delhi,417,Drug Offense,62,Unknown,Firearm,10,28.43720849602004,77.05733219883601
NCRB_33245,2023-10-23,21:50,Delhi,888,Assault,19,F,,8,28.53447065608977,77.29095493443158
NCRB_33246,2022-09-02,05:43,Delhi,815,Drug Offense,24,F,Knife,0,28.5909449996662,77.04325549571118
NCRB_33247,2023-06-22,01:34,Delhi,954,Assault,45,F,Knife,1,28.65851063729877,77.0835369553692
NCRB_33248,2023-08-11,03:33,Delhi,396,Drug Offense,60,F,Firearm,8,28.49965732842556,77.17092186776647
NCRB_33249,2022-01-27,19:22,Delhi,717,Assault,64,M,,3,28.495299096473268,77.35586651696796
NCRB_33250,2022-07-04,17:13,Delhi,916,Assault,31,F,,10,28.65248727554937,77.37926471618766
NCRB_33251,2023-07-21,13:42,Delhi,484,Drug Offense,21,Unknown,Unknown,10,28.785234606353697,77.27855760347516
NCRB_33252,2022-02-23,00:58,Delhi,958,Burglary,59,Unknown,Firearm,10,28.53964949078151,77.33757739787039
NCRB_33253,2022-09-19,22:06,Delhi,515,Assault,51,F,Knife,4,28.526335625284567,77.18003801209304
NCRB_33254,2022-09-19,11:43,Delhi,829,Drug Offense,46,M,Unknown,2,28.648865907037138,77.33492749829375
NCRB_33255,2023-08-06,23:02,Delhi,851,Homicide,20,Unknown,Knife,2,28.58499110688476,77.39716514619721
NCRB_33256,2023-01-29,01:20,Delhi,929,Assault,22,Unknown,Knife,1,28.441409308450524,77.21898175840006
NCRB_33257,2023-01-26,13:33,Delhi,861,Theft/Robbery,57,M,Unknown,10,28.78012610692891,77.06669751349872
NCRB_33258,2023-01-22,22:51,Delhi,584,Assault,46,Unknown,Firearm,10,28.51999576655927,77.25452786676904
NCRB_33259,2023-08-02,05:10,Delhi,389,Drug Offense,18,M,Unknown,1,28.602533945616337,77.03818117627401
NCRB_33260,2022-04-13,13:53,Delhi,722,Theft/Robbery,64,Unknown,Unknown,6,28.670856709873178,77.02515808346821
NCRB_33261,2022-04-28,08:21,Delhi,927,Assault,25,Unknown,,8,28.750037822080504,77.35253141207694
NCRB_33262,2022-06-12,12:24,Delhi,284,Assault,58,Unknown,Knife,10,28.782039600914683,77.32311865869491
NCRB_33263,2022-03-19,16:40,Delhi,165,Burglary,41,F,Unknown,0,28.45361933559756,77.30795893661568
NCRB_33264,2023-12-19,19:22,Delhi,941,Burglary,61,M,,10,28.74707716991254,77.22591011230057
NCRB_33265,2023-07-31,02:10,Delhi,991,Assault,52,Unknown,Knife,4,28.71528875841376,77.11624960032366
NCRB_33266,2023-08-19,09:38,Delhi,105,Kidnapping,46,M,Unknown,4,28.432559110857163,77.10964980372155
NCRB_33267,2023-09-27,12:31,Delhi,977,Homicide,45,F,Blunt Object,3,28.451364825841072,77.35724691721155
NCRB_33268,2023-01-06,16:57,Delhi,774,Kidnapping,56,Unknown,Knife,4,28.50729468625319,77.05255016576001
NCRB_33269,2023-01-08,02:06,Delhi,775,Drug Offense,23,M,Knife,7,28.651571567104977,77.14792027335696
NCRB_33270,2022-05-31,17:21,Delhi,223,Kidnapping,57,F,,10,28.57802531004005,77.39912933451687
NCRB_33271,2023-06-22,16:43,Delhi,443,Homicide,44,M,Blunt Object,10,28.72243481703232,77.19554914901747
NCRB_33272,2022-03-23,03:32,Delhi,259,Burglary,33,F,Unknown,10,28.674785673042013,77.02952160498054
NCRB_33273,2022-08-27,13:24,Delhi,531,Burglary,49,Unknown,Blunt Object,10,28.76931163101628,77.39827154083783
NCRB_33274,2022-10-10,10:00,Delhi,628,Assault,20,Unknown,Knife,1,28.683965556739487,77.33736786635623
NCRB_33275,2022-02-14,17:26,Delhi,855,Homicide,21,Unknown,Firearm,6,28.785311473899924,77.06037744417347
NCRB_33276,2022-12-12,22:16,Delhi,574,Burglary,52,Unknown,Blunt Object,2,28.6352265780468,77.27258124947906
NCRB_33277,2022-12-06,11:26,Delhi,840,Burglary,42,Unknown,Unknown,2,28.648148759689303,77.3514701100434
NCRB_33278,2023-06-09,16:09,Delhi,391,Burglary,58,F,Firearm,8,28.639660500230868,77.39009579303267
NCRB_33279,2022-04-12,03:23,Delhi,430,Kidnapping,34,Unknown,,5,28.81255762745275,77.23483777989647
NCRB_33280,2023-06-24,20:17,Delhi,246,Assault,42,Unknown,Blunt Object,1,28.78869256748647,77.33462006915862
NCRB_33281,2022-04-04,16:03,Delhi,682,Drug Offense,37,F,Knife,8,28.6456694933726,77.21833659656528
NCRB_33282,2023-10-14,08:30,Delhi,687,Kidnapping,41,M,Blunt Object,8,28.79647262636503,77.26788788620091
NCRB_33283,2022-04-29,19:01,Delhi,195,Burglary,34,F,Blunt Object,1,28.44385294854773,77.05032149895322
NCRB_33284,2022-02-22,16:25,Delhi,176,Assault,59,Unknown,Blunt Object,9,28.47779522301953,77.1045479308155
NCRB_33285,2023-11-05,20:01,Delhi,947,Drug Offense,53,Unknown,Blunt Object,7,28.42934524966275,77.28183273872139
NCRB_33286,2022-01-11,01:43,Delhi,811,Kidnapping,50,M,,9,28.49560928959937,77.13896069048084
NCRB_33287,2023-07-26,14:56,Delhi,996,Burglary,24,M,Unknown,10,28.627856600390853,77.03144775316052
NCRB_33288,2023-07-07,09:04,Delhi,539,Theft/Robbery,41,F,Unknown,4,28.557426410777243,77.15925644910101
NCRB_33289,2023-05-31,09:46,Delhi,975,Burglary,31,M,,0,28.529492709839868,77.12403651835493
NCRB_33290,2022-08-24,13:18,Delhi,258,Kidnapping,53,F,,3,28.71647061115725,77.37741047331642
NCRB_33291,2023-04-04,18:41,Delhi,940,Theft/Robbery,24,F,Blunt Object,8,28.697365151747185,77.27590083136076
NCRB_33292,2023-06-07,07:44,Delhi,313,Assault,32,F,Blunt Object,6,28.53190160616136,77.01788374718114
NCRB_33293,2022-02-01,17:08,Delhi,978,Burglary,31,M,,2,28.62953370414997,77.2643140862697
NCRB_33294,2023-11-27,14:58,Delhi,822,Homicide,28,Unknown,Unknown,7,28.515488075889056,77.26646180175685
NCRB_33295,2022-01-18,21:15,Delhi,380,Drug Offense,48,M,Knife,3,28.635611482277685,77.12272950160325
NCRB_33296,2022-12-05,07:38,Delhi,697,Homicide,50,Unknown,Blunt Object,1,28.54646303986632,77.11554308175683
NCRB_33297,2022-08-19,14:43,Delhi,184,Assault,29,M,Unknown,3,28.58793321907126,77.2578985259209
NCRB_33298,2022-05-15,09:15,Delhi,357,Kidnapping,18,Unknown,Knife,1,28.499815064974616,77.13294728609067
NCRB_33299,2023-07-19,13:57,Delhi,699,Kidnapping,62,M,Unknown,5,28.55029234331717,77.1693284335324
NCRB_33300,2023-12-03,01:01,Delhi,176,Kidnapping,49,M,,10,28.62822642269557,77.39112225640629
NCRB_33301,2023-07-03,14:12,Delhi,413,Drug Offense,58,Unknown,,2,28.58638367884204,77.2872970937638
NCRB_33302,2023-05-08,04:36,Delhi,166,Burglary,26,F,Firearm,10,28.543176425974856,77.25770285473256
NCRB_33303,2023-03-24,18:29,Delhi,591,Kidnapping,51,M,Firearm,5,28.73791835397707,77.37322440075003
NCRB_33304,2022-09-02,05:20,Delhi,935,Kidnapping,27,M,Unknown,4,28.569335392557285,77.05233169678854
NCRB_33305,2023-06-17,00:07,Delhi,945,Assault,57,Unknown,,9,28.43457680369276,77.11055007428767
NCRB_33306,2023-03-12,18:19,Delhi,363,Theft/Robbery,60,Unknown,Firearm,0,28.74371634278692,77.21907639290572
NCRB_33307,2022-01-30,15:27,Delhi,268,Homicide,47,M,Unknown,7,28.715779350710648,77.23112941790303
NCRB_33308,2022-04-03,03:09,Delhi,845,Theft/Robbery,43,Unknown,Knife,7,28.628341957124245,77.30993247074564
NCRB_33309,2023-10-24,19:01,Delhi,114,Drug Offense,40,F,Firearm,7,28.67648976781193,77.28480496031624
NCRB_33310,2022-04-20,02:55,Delhi,897,Drug Offense,39,F,Knife,5,28.705620255064183,77.40232070919821
NCRB_33311,2023-08-07,11:03,Delhi,672,Assault,24,Unknown,Firearm,7,28.737462196067728,77.05248066983322
NCRB_33312,2022-05-12,17:28,Delhi,119,Burglary,51,M,Blunt Object,3,28.41399367463585,77.14487195017117
NCRB_33313,2022-01-30,13:55,Delhi,346,Homicide,57,M,Blunt Object,6,28.573346352872083,77.250382246427
NCRB_33314,2022-07-14,22:56,Delhi,611,Assault,45,Unknown,Firearm,3,28.579659325820483,77.20271097513859
NCRB_33315,2023-08-30,13:51,Delhi,725,Assault,54,F,Blunt Object,7,28.56324026791845,77.36426956343969
NCRB_33316,2022-07-24,09:04,Delhi,471,Drug Offense,34,Unknown,Firearm,1,28.590137341782142,77.12042558431968
NCRB_33317,2023-09-05,10:07,Delhi,437,Homicide,30,M,Unknown,6,28.610572440641807,77.19828246285674
NCRB_33318,2023-12-20,04:13,Delhi,677,Drug Offense,61,M,,2,28.65401828560776,77.20144151992918
NCRB_33319,2023-10-29,06:04,Delhi,361,Kidnapping,53,M,Firearm,4,28.8020256404961,77.36138051007686
NCRB_33320,2022-10-29,14:24,Delhi,703,Drug Offense,50,F,Blunt Object,6,28.674263252315853,77.15995750439123
NCRB_33321,2023-12-03,09:39,Delhi,130,Kidnapping,38,M,Knife,4,28.612477595668405,77.24056274149795
NCRB_33322,2022-07-05,04:54,Delhi,868,Theft/Robbery,25,F,Firearm,10,28.582390781408805,77.09937671773231
NCRB_33323,2023-12-05,09:42,Delhi,325,Theft/Robbery,20,Unknown,Knife,5,28.571933009814646,77.13449330247386
NCRB_33324,2022-10-07,17:25,Delhi,187,Assault,63,F,Knife,9,28.80746277523307,77.16868686832505
